reaction_id,reaction_formula,dG0_r,dG_r_lb,dG_r_ub,flux_lb,flux_ub,metabolomics_coverage,dG_coverage,is_feasible
PANTS,1.0 ala_DASH_B_c + 1.0 pant_DASH_R_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 pnto_DASH_R_c + 1.0 h_c + 1.0 amp_c,4.799999999999727,10.164732119737351,-7.53887556229347,0.000275166,0.000275165,0.3333333333333333,1.0,True
E4PD,1.0 e4p_c + 1.0 h2o_c + 1.0 nad_c <=> 1.0 4per_c + 1.0 nadh_c + 2.0 h_c,32.099999999999824,21.56144095141606,22.831490434987835,0.000106531,0.000106531,0.4,1.0,False
PLIPA2A180pp,1.0 h2o_p + 1.0 pa180_p -> 1.0 ocdca_p + 1.0 1odecg3p_p + 1.0 h_p,1360.3,1315.523612769054,1333.3358614213942,0.0,-7.17627e-05,0.0,0.6,True
SCYSDS,1.0 cys_DASH_L_c + 1.0 sufse_c -> 1.0 ala_DASH_L_c + 1.0 sufsesh_c,-19.9,-19.900000000023283,-19.900000000023283,0.0,-7.17627e-05,0.0,0.5,True
TREHpp,1.0 h2o_p + 1.0 tre_p -> 2.0 glc_DASH_D_p,-13.899999999999977,-58.676387230992695,-40.86413857865245,0.0,0.0,0.0,1.0,True
EX_leu_DASH_L_LPAREN_e_RPAREN_,1.0 leu_DASH_L_e ->,-182.4,-147.95687042584964,-165.7691190781899,0.0,-1.19604e-05,0.0,1.0,True
42A12BOOXpp,1.0 h2o_p + 1.0 o2_p + 1.0 dopa_p -> 1.0 h2o2_p + 1.0 34dhpac_p + 1.0 nh4_p,-92.80000000000001,-137.5763872309927,-119.7641385786525,0.0,0.0,0.0,1.0,True
ACOAD1f,1.0 btcoa_c + 1.0 fad_c <=> 1.0 b2coa_c + 1.0 fadh2_c,22.0,19.299396751763176,13.099295290652208,-0.149542,-0.149624,0.25,1.0,True
ACLS,2.0 pyr_c + 1.0 h_c -> 1.0 alac_DASH_S_c + 1.0 co2_c,-69.99999999999989,-52.50149610933016,-70.31374476167039,0.405839,0.405815,0.0,1.0,True
IDONt2rpp,1.0 idon_DASH_L_p + 1.0 h_p <=> 1.0 h_c + 1.0 idon_DASH_L_c,34.19999999999993,-8.846267576488984,-8.846267576488984,2.26619e-05,0.0,0.0,1.0,True
EX_meoh_LPAREN_e_RPAREN_,1.0 meoh_e ->,13.1,47.543129574150356,29.73088092181011,9.55436e-07,2.69e-07,0.0,1.0,False
GLYCTO4,1.0 glyclt_c + 1.0 2dmmq8_c -> 1.0 glx_c + 1.0 2dmmql8_c,-1290.5,-1001290.5,998709.5,0.0,-5.74101e-05,0.0,0.75,True
LPLIPAL2ATG120,1.0 2agpg120_c + 1.0 pg120_c -> 1.0 g3pg_c + 1.0 apg120_c,-780.2,999219.8,-1000780.2,0.0,0.0,0.0,0.25,True
GLYCTO3,1.0 glyclt_c + 1.0 mqn8_c -> 1.0 glx_c + 1.0 mql8_c,-24.59999999999991,-24.59999999999991,-24.59999999999991,0.0,-2.60955e-05,0.0,1.0,True
GLYCTO2,1.0 glyclt_c + 1.0 q8_c -> 1.0 q8h2_c + 1.0 glx_c,-60.700000000000045,-52.78833997180571,-70.60058862414596,0.0,-2.60955e-05,0.0,1.0,True
LALADGLUtpp,1.0 LalaDglu_p + 1.0 h_p -> 1.0 LalaDglu_c + 1.0 h_c,2.8999999999999986,-40.14626757646563,-40.14626757646563,0.0,0.0,0.0,0.5,True
LYXt2pp,1.0 lyx_DASH_L_p + 1.0 h_p -> 1.0 lyx_DASH_L_c + 1.0 h_c,31.500000000000057,-3067.2262175764886,-3067.2262175764886,0.0,0.0,0.0,1.0,True
PUNP1,1.0 pi_c + 1.0 adn_c <=> 1.0 ade_c + 1.0 r1p_c,1219.2000000000003,-998797.4308809218,1001220.3813677306,-0.00436247,-3.58813e-05,0.0,0.75,True
2AGPEAT181,1.0 2agpe181_c + 1.0 atp_c + 1.0 ocdcea_c -> 1.0 pe181_c + 1.0 ppi_c + 1.0 amp_c,-1450.8,-1445.4352678800763,-1463.138875562107,9.56835e-06,-1.2e-05,0.3333333333333333,0.6666666666666666,True
2AGPEAT180,1.0 2agpe180_c + 1.0 atp_c + 1.0 ocdca_c -> 1.0 ppi_c + 1.0 pe180_c + 1.0 amp_c,-1456.6999999999998,-1451.3352678802157,-1469.0388755622466,7.17627e-05,-0.000287,0.3333333333333333,0.6666666666666666,True
EX_hacolipa_LPAREN_e_RPAREN_,1.0 hacolipa_e ->,0.0,1000034.4431295742,-999983.3691190782,0.0,0.0,0.0,0.0,True
PUNP3,1.0 pi_c + 1.0 gsn_c <=> 1.0 gua_c + 1.0 r1p_c,1218.7,-998797.9308809218,1001219.8813677306,3.58813e-05,-3.59e-05,0.0,0.75,True
DAPAL,1.0 h2o_c + 1.0 23dappa_c -> 1.0 pyr_c + 2.0 nh4_c,38.599999999999966,-40.6195168051431,-4.99501950046262,0.0,0.0,0.0,1.0,True
LPLIPAL2E181,1.0 2agpe181_c + 1.0 h2o_c -> 1.0 ocdcea_c + 1.0 h_c + 1.0 g3pe_c,966.7,1000921.9236127691,-999060.2641385786,0.0,-9.56835e-06,0.0,0.8,True
ARBTNtex,1.0 arbtn_p + 1.0 h_p -> 1.0 arbtn_e + 1.0 h_c,2.8999999999999986,7276.070069923512,7276.070069923512,0.0,-2.05036e-05,0.0,1.0,True
PAPA181pp,1.0 h2o_p + 1.0 pa181_p -> 1.0 pi_p + 1.0 12dgr181_p,-902.6,-930.7455063091594,-930.7455063091593,0.0,-3.58813e-05,0.0,0.5,True
COBALT2abcpp,1.0 h2o_c + 1.0 cobalt2_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 cobalt2_p,12.400000000000091,-7739.504912898455,-7739.861855950961,0.0,-3.58813e-05,0.3333333333333333,0.7142857142857143,True
CYTBO3_4pp,1.0 q8h2_c + 4.0 h_c + 0.5 o2_c -> 1.0 h2o_c + 1.0 q8_c + 4.0 h_p,-155.30000000000018,-15748.088152853392,-15730.275904201051,0.0,-1.7223e-05,0.0,1.0,True
UMPtex,1.0 ump_e <=> 1.0 ump_p,0.0,6914.597525000002,6914.597525000002,0.0,0.0,0.0,1.0,True
GALCTt2rpp,1.0 h_p + 1.0 galct_DASH_D_p <=> 1.0 h_c + 1.0 galct_DASH_D_c,25.700000000000045,3038.333682423511,3038.333682423511,0.0,0.0,0.0,1.0,True
MN2t3pp,1.0 mn2_c + 1.0 h_p -> 1.0 mn2_p + 1.0 h_c,2.8999999999999986,-10813.66136757649,-10813.66136757649,0.0,-0.000143525,0.0,1.0,True
EX_rmn_LPAREN_e_RPAREN_,1.0 rmn_e ->,273.1,307.5431295741504,289.7308809218101,0.0,0.0,0.0,1.0,True
LPLIPAL2G140,1.0 2agpg140_c + 1.0 h2o_c -> 1.0 g3pg_c + 1.0 h_c + 1.0 ttdca_c,303.79999999999984,1000259.0236127691,-999723.1641385786,1.19604e-05,-4.78e-05,0.0,0.8,True
LPLIPAL2G141,1.0 h2o_c + 1.0 2agpg141_c -> 1.0 g3pg_c + 1.0 h_c + 1.0 ttdcea_c,-587.0000000000001,-631.7763872309928,-613.9641385786524,3.58813e-05,-7.18e-05,0.0,0.6,True
MTRPOX,1.0 o2_c + 1.0 h2o_c + 1.0 Nmtrp_c -> 1.0 h2o2_c + 1.0 trp_DASH_L_c + 1.0 fald_c,-75.99999999999994,-117.5135504872579,-110.98428692538948,0.0,0.0,0.16666666666666666,1.0,True
SO4t2pp,1.0 so4_p + 1.0 h_p -> 1.0 so4_c + 1.0 h_c,2.8999999999999773,3015.533682423511,3015.533682423511,0.120427,0.120366,0.0,1.0,False
ADSL2r,1.0 25aics_c <=> 1.0 aicar_c + 1.0 fum_c,38.59999999999991,4.156870425849554,21.969119078189795,0.199024,0.20775,0.0,1.0,False
DSERt2pp,1.0 ser_DASH_D_p + 1.0 h_p -> 1.0 ser_DASH_D_c + 1.0 h_c,22.700000000000017,-3076.0262175764888,-3076.0262175764888,0.0,0.0,0.0,1.0,True
ACONIs,1.0 acon_DASH_T_c <=> 1.0 acon_DASH_C_c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
UAGPT3,1.0 uacgam_c + 1.0 uagmda_c -> 1.0 uaagmda_c + 1.0 udp_c + 1.0 h_c,18.699999999999818,22.354764497952445,11.719959856496423,0.013174,0.0131703,0.25,1.0,False
ASPTA,1.0 akg_c + 1.0 asp_DASH_L_c <=> 1.0 glu_DASH_L_c + 1.0 oaa_c,0.0,15.896188452567785,5.92356597239003,-1.36166,-1.35525,0.25,1.0,True
GART,1.0 gar_c + 1.0 for_c + 1.0 atp_c -> 1.0 fgam_c + 1.0 h_c + 1.0 adp_c + 1.0 pi_c,12.300000000000182,23.00662433251628,4.837432627669919,0.0,0.0549581,0.3333333333333333,1.0,True
CYSDDS,1.0 h2o_c + 1.0 cys_DASH_D_c -> 1.0 pyr_c + 1.0 nh4_c + 1.0 h2s_c,-5.399999999999977,-84.61951680514304,-48.99501950046256,0.0,0.0,0.0,1.0,True
PMPK,1.0 4ampm_c + 1.0 atp_c -> 1.0 2mahmp_c + 1.0 adp_c,2.800000000000182,-3.1242565892938288,-3.481199641799954,0.000106531,7.06498e-05,0.5,1.0,True
GAMAN6Ptex,1.0 gam6p_e <=> 1.0 gam6p_p,0.0,3457.298762500001,3457.298762500001,0.0,0.0,0.0,1.0,True
DHCIND,1.0 cenchddd_c + 1.0 nad_c -> 1.0 dhcinnm_c + 1.0 nadh_c + 1.0 h_c,-27.300000000000182,-27.505301391741583,-26.235251908169808,0.0,0.0,0.5,1.0,True
UDCPPtppi,1.0 udcpp_p -> 1.0 udcpp_c,254.30000000000018,6365.6599,6365.6599,9.69766e-07,-8.6e-07,0.0,1.0,True
34dhpactex,1.0 34dhpac_e <=> 1.0 34dhpac_p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
EAR121y,1.0 nadph_c + 1.0 t3c5ddeceACP_c + 1.0 h_c -> 1.0 nadp_c + 1.0 cddec5eACP_c,-107.39999999999998,-108.72938589341393,-111.08888454191968,0.0,-7.17627e-05,0.5,0.6,True
EAR121x,1.0 nadh_c + 1.0 t3c5ddeceACP_c + 1.0 h_c -> 1.0 cddec5eACP_c + 1.0 nad_c,-106.09999999999991,-105.89469860823532,-107.1647480918071,7.17627e-05,-5.98e-06,0.5,0.6,True
ALATRS,1.0 trnaala_c + 1.0 ala_DASH_L_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 amp_c + 1.0 alatrna_c,-132.5,-127.13526788014596,-144.83887556217678,0.0,0.0,0.3333333333333333,0.6666666666666666,True
CTBTt2rpp,1.0 ctbt_p + 1.0 h_p <=> 1.0 h_c + 1.0 ctbt_c,39.900000000000034,-3058.8262175764885,-3058.8262175764885,4.78418e-05,0.0,0.0,1.0,True
EX_tungs_LPAREN_e_RPAREN_,1.0 tungs_e <-,0.0,1000034.4431295742,-999983.3691190782,0.0,0.0,0.0,0.0,True
EX_ascb_DASH_L_LPAREN_e_RPAREN_,1.0 ascb_DASH_L_e ->,541.5,575.9431295741504,558.1308809218101,0.0,0.0,0.0,1.0,True
EX_frulys_LPAREN_e_RPAREN_,1.0 frulys_e ->,33.3,67.74312957415034,49.930880921810115,0.0,0.0,0.0,1.0,True
MDDCP2pp,1.0 h2o_p + 1.0 murein5px4px4p_p -> 1.0 murein4px4px4p_p + 1.0 ala_DASH_D_p,76.0,31.223612769007282,49.035861421347526,0.000321504,0.000249742,0.0,0.5,False
UDPACGALtex,1.0 udpacgal_e <=> 1.0 udpacgal_p,0.0,6914.597525000002,6914.597525000002,0.0,0.0,0.0,1.0,True
EX_hdcea_LPAREN_e_RPAREN_,1.0 hdcea_e ->,-988.9,-954.4568704258496,-972.2691190781899,0.0,0.0,0.0,1.0,True
23DAPPAt2pp,1.0 23dappa_p + 1.0 h_p -> 1.0 h_c + 1.0 23dappa_c,26.199999999999996,-6128.206167576489,-6128.206167576489,0.0,0.0,0.0,1.0,True
LEUTAi,1.0 glu_DASH_L_c + 1.0 4mop_c -> 1.0 akg_c + 1.0 leu_DASH_L_c,-1.2000000000000455,-17.09618845256783,-7.123565972390075,0.209135,0.209123,0.25,1.0,True
GTHOXtex,1.0 gthox_e <=> 1.0 gthox_p,0.0,6914.597525000002,6914.597525000002,0.0,0.0,0.0,1.0,True
EX_butso3_LPAREN_e_RPAREN_,1.0 butso3_e ->,0.0,1000034.4431295742,-999983.3691190782,0.0,0.0,0.0,0.0,True
EX_LalaLglu_LPAREN_e_RPAREN_,1.0 LalaLglu_e ->,0.0,1000034.4431295742,-999983.3691190782,0.0,0.0,0.0,0.0,True
3AMPtex,1.0 3amp_e <=> 1.0 3amp_p,0.0,6914.597525000002,6914.597525000002,0.0,0.0,0.0,1.0,True
FCLT,1.0 fe2_c + 1.0 ppp9_c -> 2.0 h_c + 1.0 pheme_c,85.6,120.04312957412708,102.23088092178682,0.000213062,0.000212332,0.0,0.5,False
EX_cys_DASH_D_LPAREN_e_RPAREN_,1.0 cys_DASH_D_e ->,60.1,94.54312957415036,76.73088092181011,0.0,0.0,0.0,1.0,True
IPPMIb,1.0 2ippm_c + 1.0 h2o_c <=> 1.0 3c3hmp_c,-8.399999999999977,-18.73325765684234,-18.73325765684234,-0.209123,-0.209135,0.0,1.0,False
EX_ump_LPAREN_e_RPAREN_,1.0 ump_e ->,1126.5,1160.9431295741504,1143.13088092181,0.0,0.0,0.0,1.0,True
FCLK,1.0 fcl_DASH_L_c + 1.0 atp_c -> 1.0 fc1p_c + 1.0 h_c + 1.0 adp_c,25.40000000000009,19.47574341070608,19.118800358199955,0.0,0.0,0.5,1.0,True
EX_xtsn_LPAREN_e_RPAREN_,1.0 xtsn_e ->,109.9,144.34312957415037,126.53088092181012,0.0,-2.41897e-06,0.0,1.0,True
PLIPA1A181pp,1.0 h2o_p + 1.0 pa181_p -> 1.0 ocdcea_p + 1.0 2odec11eg3p_p,1320.1999999999998,1275.4236127689608,1293.235861421301,0.0,-1.79407e-05,0.0,0.5,True
2AGPG120tipp,1.0 2agpg120_p -> 1.0 2agpg120_c,0.0,3055.6799499999997,3055.6799499999997,0.0,-1.19604e-05,0.0,0.0,True
EX_tcynt_LPAREN_e_RPAREN_,1.0 tcynt_e ->,-92.0,-57.556870425849645,-75.36911907818988,0.0,0.0,0.0,1.0,True
PGAMT,1.0 gam1p_c <=> 1.0 gam6p_c,-8.400000000000091,-8.400000000000091,-8.400000000000091,-0.0341284,-0.0341358,0.0,1.0,False
KG6PDC,1.0 3dhgulnp_c + 1.0 h_c -> 1.0 xu5p_DASH_L_c + 1.0 co2_c,-49.100000000000136,-66.04462568348077,-66.04462568348076,0.0,0.0,0.0,1.0,True
CYNTt2pp,1.0 cynt_p + 1.0 h_p -> 1.0 cynt_c + 1.0 h_c,2.8999999999999986,-40.14626757648892,-40.14626757648892,0.0,0.0,0.0,1.0,True
EX_so2_LPAREN_e_RPAREN_,1.0 so2_e ->,300.7,325.9912396478381,325.9912396478381,0.0,0.0,0.0,1.0,True
MOHMT,1.0 h2o_c + 1.0 mlthf_c + 1.0 3mob_c -> 1.0 thf_c + 1.0 2dhp_c,2.899999999999949,-21.16871482196207,-11.20555558098382,0.000275166,0.000275165,0.2,1.0,True
DHDPS,1.0 aspsa_c + 1.0 pyr_c -> 2.0 h2o_c + 1.0 23dhdp_c + 1.0 h_c,29.300000000000068,84.40964488783514,66.5973962354949,0.172469,0.17246,0.0,1.0,False
ACtex,1.0 ac_e <=> 1.0 ac_p,0.0,3457.298762500001,3457.298762500001,-14.9995,-15.0002,0.0,1.0,True
CFAS180E,2.0 amet_c + 1.0 pe181_c -> 1.0 cpe180_c + 2.0 ahcys_c + 2.0 h_c,-75.0,-75.0,-75.0,0.0,0.0,0.0,0.6,True
ALATA_D2,1.0 ala_DASH_D_c + 1.0 pydx5p_c -> 1.0 pyam5p_c + 1.0 pyr_c,-8.399999999999977,-8.399999999999977,-8.399999999999977,0.0,-7.17627e-05,0.0,1.0,True
CFAS180G,2.0 amet_c + 1.0 pg181_c -> 1.0 cpg180_c + 2.0 ahcys_c + 2.0 h_c,-75.0,-75.0,-75.0,0.0,0.0,0.0,0.6,True
EDA,1.0 2ddg6p_c -> 1.0 pyr_c + 1.0 g3p_c,11.600000000000136,-22.84312957415022,-5.0308809218099775,0.0,-0.000430576,0.0,1.0,True
EDD,1.0 6pgc_c -> 1.0 h2o_c + 1.0 2ddg6p_c,-38.600000000000136,-28.266742343157773,-28.266742343157777,0.0,-0.000430576,0.0,1.0,True
GTHOr,1.0 nadph_c + 1.0 h_c + 1.0 gthox_c <=> 1.0 nadp_c + 2.0 gthrd_c,-46.299999999999955,-63.620849519112475,-61.015270358253886,0.0,0.118264,0.75,1.0,True
FRUK,1.0 f1p_c + 1.0 atp_c -> 1.0 h_c + 1.0 adp_c + 1.0 fdp_c,-1263.3999999999996,998748.2603068074,-1001263.3476894102,0.0,0.0,0.75,0.8,True
GALBDtex,1.0 gal_DASH_bD_e <=> 1.0 gal_DASH_bD_p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
EX_4hoxpacd_LPAREN_e_RPAREN_,1.0 4hoxpacd_e ->,-160.1,-125.65687042584963,-143.4691190781899,0.0,0.0,0.0,1.0,True
GTHRDHpp,1.0 h2o_p + 1.0 gthrd_p -> 1.0 glu_DASH_L_p + 1.0 cgly_p,-157.0,-201.77638723099273,-183.9641385786525,0.0,-1.59473e-05,0.0,1.0,True
PRPPS,1.0 r5p_c + 1.0 atp_c <=> 1.0 h_c + 1.0 prpp_c + 1.0 amp_c,26.199999999999818,14.086516835125572,23.588228152727346,-999.57,0.436698,0.75,1.0,True
23PDE9pp,1.0 h2o_p + 1.0 23cgmp_p -> 1.0 h_p + 1.0 3gmp_p,-0.8999999999999773,-11.23325765684234,-11.233257656842339,0.0,0.0,0.0,1.0,True
MALTTTRabcpp,1.0 h2o_c + 1.0 maltttr_p + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 maltttr_c,132.19999999999982,98.1302371015232,97.77329404901707,0.0,0.0,0.3333333333333333,1.0,True
DPR,1.0 nadph_c + 1.0 h_c + 1.0 2dhp_c -> 1.0 nadp_c + 1.0 pant_DASH_R_c,-58.99999999999997,-60.32938589339063,-62.68888454189637,0.000275166,0.000275165,0.5,1.0,True
12PPDRtpp,1.0 12ppd_DASH_R_p <=> 1.0 12ppd_DASH_R_c,22.799999999999997,22.799999999999997,22.799999999999997,2.87051e-05,0.0,0.0,1.0,True
EX_14glucan_LPAREN_e_RPAREN_,1.0 14glucan_e ->,0.0,1000034.4431295742,-999983.3691190782,0.0,0.0,0.0,0.0,True
FTHFD,1.0 h2o_c + 1.0 10fthf_c -> 1.0 h_c + 1.0 for_c + 1.0 thf_c,23.50000000000003,-21.27638723099269,-3.464138578652447,0.0,-3.58813e-05,0.0,1.0,True
EX_pnto_DASH_R_LPAREN_e_RPAREN_,1.0 pnto_DASH_R_e ->,123.9,158.34312957415037,140.5308809218101,0.0,0.0,0.0,1.0,True
AGPAT120,1.0 1ddecg3p_c + 1.0 ddcaACP_c -> 1.0 ACP_c + 1.0 pa120_c,0.0,0.0,0.0,0.0,-1.10404e-05,0.0,0.0,True
XTSNtex,1.0 xtsn_e <=> 1.0 xtsn_p,0.0,0.0,0.0,2.41897e-06,0.0,0.0,1.0,True
VALabcpp,1.0 h2o_c + 1.0 val_DASH_L_p + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 val_DASH_L_c,43.79999999999973,9.730237101523116,9.373294049016991,0.0,-4.78418e-05,0.3333333333333333,1.0,True
EX_pi_LPAREN_e_RPAREN_,1.0 pi_e <-,1058.7,1076.5122486523403,1076.5122486523403,-0.442794,-0.442937,0.0,1.0,True
THMtex,1.0 thm_e <=> 1.0 thm_p,0.0,-3457.298762500001,-3457.298762500001,0.0,0.0,0.0,1.0,True
GLUPRT,1.0 h2o_c + 1.0 prpp_c + 1.0 gln_DASH_L_c -> 1.0 pram_c + 1.0 glu_DASH_L_c + 1.0 ppi_c,-59.09999999999991,-79.81810663084258,-78.3860796099913,0.207859,0.207856,0.3333333333333333,1.0,True
KAS14,1.0 acACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 actACP_c + 1.0 co2_c + 1.0 ACP_c,-428.8,-445.74462568352715,-445.7446256835272,0.0,-1.02518e-05,0.0,0.3333333333333333,True
PGPP180pp,1.0 h2o_p + 1.0 pgp180_p -> 1.0 pi_p + 1.0 pg180_p,-902.6,-930.7455063091594,-930.7455063091593,0.0,-0.000143525,0.0,0.5,True
TRPTRS,1.0 trp_DASH_L_c + 1.0 trnatrp_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 trptrna_c + 1.0 amp_c,-595.8999999999999,-593.798104623904,-600.218727215463,0.0,0.0,0.5,0.6666666666666666,True
